conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode
Occupation,http://data.europa.eu/esco/occupation/643a2225-6a01-4899-81b0-e867ca09b9c9,2422,επιθεωρητής δημόσιων έργων/επιθεωρήτρια δημόσιων έργων,"δημόσιος υπάλληλος
δημόσια υπάλληλος
επιθεωρητής δημόσιων έργων
επιθεωρήτρια δημόσιων έργων
διευθυντής χωροταξίας
διευθύντρια χωροταξίας",,released,2024-01-16T14:38:31.643Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι επιθεωρητές δημόσιων έργων παρακολουθούν την ανάπτυξη και την εφαρμογή κυβερνητικών σχεδίων και πολιτικών, επεξεργάζονται προτάσεις σχεδιασμού και πολιτικών και διενεργούν επιθεωρήσεις των διαδικασιών σχεδιασμού.",2422.5,"http://data.europa.eu/ux2/nace2.1/8413,
http://data.europa.eu/ux2/nace2.1/9411"
Occupation,http://data.europa.eu/esco/occupation/64421dde-df97-4c42-a25a-b3bc55b39ad6,3331,ειδικός εισαγωγών-εξαγωγών οικιακών αγαθών/ειδική εισαγωγών-εξαγωγών οικιακών αγαθών,"ειδική εισαγωγών-εξαγωγών οικιακών αγαθών
ειδικός εισαγωγών-εξαγωγών οικιακών αγαθών",,released,2024-01-26T11:10:34.825Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι ειδικοί εισαγωγών-εξαγωγών οικιακών αγαθών αξιοποιούν τη βαθιά γνώση που διαθέτουν για τις διαδικασίες εισαγωγής και εξαγωγής των εν λόγω εμπορευμάτων, συμπεριλαμβανομένων του εκτελωνισμού και των απαιτούμενων εγγράφων.",3331.2.1.18,http://data.europa.eu/ux2/nace2.1/4615
Occupation,http://data.europa.eu/esco/occupation/6474e4d4-e3a6-4e88-83ee-971ebbf954e9,3152,πηδαλιούχος,"χειριστής πηδαλιούχου
χειρίστρια πηδαλιούχου",,released,2024-01-24T15:35:33.488Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι πηδαλιούχοι είναι μέλη του πληρώματος στην ανώτατη βαθμίδα του επιχειρησιακού επιπέδου σε ένα σκάφος εσωτερικής ναυσιπλοΐας. Ασκούν διάφορα καθήκοντα σχετικά με τη λειτουργία και τη συντήρηση των χώρων του κλάδου καταστρώματος, του κινητήρα και του λοιπού εξοπλισμού, την πρόσδεση και τον απόπλου, καθώς και τη διεύθυνση του πλοίου, που αποτελεί την κύρια αποστολή τους.",3152.2,"http://data.europa.eu/ux2/nace2.1/503,
http://data.europa.eu/ux2/nace2.1/504"
Occupation,http://data.europa.eu/esco/occupation/6482664d-48f4-4ff4-9346-584ac0e2f729,1321,διευθυντής παραγωγής υποδημάτων/διευθύντρια παραγωγής υποδημάτων,"διευθύντρια παραγωγής υποδημάτων
διευθυντής παραγωγής υποδημάτων",,released,2024-01-26T14:52:56.27Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι διευθυντές παραγωγής υποδημάτων σχεδιάζουν, διανέμουν και συντονίζουν όλες τις αναγκαίες δραστηριότητες των διάφορων φάσεων κατασκευής υποδημάτων που εξασφαλίζουν την τήρηση των προτύπων ποιότητας και την παραγωγή και την παραγωγικότητα προκαθορισμένων στόχων.",1321.2.1.4,http://data.europa.eu/ux2/nace2.1/152
Occupation,http://data.europa.eu/esco/occupation/64a68a43-24be-4929-95ce-5b14617199d1,7315,φυσητής γυαλιού/φυσήτρια γυαλιού,"φυσήτρια γυαλιού
φυσητής γυαλιού",,released,2024-01-25T13:47:17.451Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι φυσητές γυαλιού σχεδιάζουν, κατασκευάζουν και διακοσμούν γυάλινα τεχνουργήματα όπως παράθυρα με υαλογραφήματα (βιτρό), καθρέφτες και αρχιτεκτονικό γυαλί. Ορισμένοι φυσητές γυαλιού είναι ειδικευμένοι στην αποκατάσταση, την ανακατασκευή και την επισκευή αυθεντικών τεμαχίων. Μπορούν επίσης να εργάζονται ως φυσητές γυαλιού σε επιστημονικά εργαστήρια, σχεδιάζοντας και επισκευάζοντας γυάλινα εργαστηριακά σκεύη.",7315.1,"http://data.europa.eu/ux2/nace2.1/2312,
http://data.europa.eu/ux2/nace2.1/2313"
Occupation,http://data.europa.eu/esco/occupation/64b136da-aedf-48a2-96a0-72eb850bfcd0,1349,διευθυντής κέντρου διάσωσης/διευθύντρια κέντρου διάσωσης,"διευθύντρια κέντρου περίθαλψης
διευθυντής κέντρου διάσωσης
διευθυντής κέντρου περίθαλψης
διευθύντρια κέντρου άμεσης βοήθειας
διευθύντρια κέντρου διάσωσης
διευθυντής κέντρου άμεσης βοήθειας",,released,2024-01-26T11:23:23.764Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι διευθυντές κέντρου διάσωσης εποπτεύουν τις δραστηριότητες ενός κέντρου διάσωσης, εκτελούν διοικητικά καθήκοντα και εποπτεύουν το προσωπικό. Διασφαλίζουν ότι το κέντρο λειτουργεί σύμφωνα με τις ισχύουσες πολιτικές, και ότι το προσωπικό εκτελεί αποστολές διάσωσης με ασφαλή, αποδοτικό και σύννομο τρόπο.",1349.20,http://data.europa.eu/ux2/nace2.1/8899
Occupation,http://data.europa.eu/esco/occupation/64c180d0-029b-4dc7-b582-77899d171186,8160,χειριστής αναμικτήρα αναψυκτικών/χειρίστρια αναμικτήρα αναψυκτικών,"εργαζόμενος στην παραγωγή αναψυκτικών
παρασκευάστρια αναψυκτικών
εργαζόμενη στην παραγωγή αναψυκτικών
παρασκευάστρια μη αλκοολούχων ποτών
παρασκευαστής μη αλκοολούχων ποτών
παρασκευαστής αεριούχων αναψυκτικών
χειριστής αναμικτήρα αναψυκτικών
χειρίστρια αναμικτήρα αναψυκτικών
παρασκευαστής αναψυκτικών
παρασκευάστρια αεριούχων αναψυκτικών",,released,2024-01-24T09:09:47.983Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι χειριστές αναμικτήρα αναψυκτικών παράγουν μη αλκοολούχα αρωματισμένα νερά αναμειγνύοντας διάφορα συστατικά με νερό. Χειρίζονται και διαχειρίζονται συστατικά όπως η ζάχαρη, οι χυμοί φρούτων, οι χυμοί λαχανικών, τα σιρόπια με βάση φρούτα ή βότανα, οι φυσικές αρωματικές ουσίες, τα συνθετικά πρόσθετα τροφίμων, όπως οι τεχνητές γλυκαντικές ουσίες, τα χρώματα, τα συντηρητικά, οι ρυθμιστές οξύτητας, οι βιταμίνες, τα μεταλλικά στοιχεία και το διοξείδιο του άνθρακα. Ρυθμίζουν τις ποσότητες ανάλογα με το προϊόν.",8160.5,"http://data.europa.eu/ux2/nace2.1/1107,
http://data.europa.eu/ux2/nace2.1/1032"
Occupation,http://data.europa.eu/esco/occupation/64c7d461-152c-477f-a8e2-c2c537e9d617,3513,τεχνικός δικτύων ΤΠΕ,"υπεύθυνη δικτύων
τεχνικός για τα δίκτυα
υπεύθυνος δικτύων
τεχνικός των δικτύων
τεχνικός δικτύου",,released,2024-01-25T09:26:44.875Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι τεχνικοί δικτύων ΤΠΕ εγκαθιστούν και συντηρούν δίκτυα, εξοπλισμό επικοινωνιών δεδομένων, και εγκατεστημένες συσκευές δικτύου, όπως εκτυπωτές και δίκτυα αποθήκευσης, και εντοπίζουν και επιλύουν τα προβλήματά τους. Αναλύουν επίσης και επιδιορθώνουν προβλήματα που αναφέρουν οι χρήστες σχετικά με το δίκτυο.",3513.2,http://data.europa.eu/ux2/nace2.1/611
Occupation,http://data.europa.eu/esco/occupation/64e38ce7-3901-4261-bfee-77c7a77397f2,1213,διευθυντής χάραξης πολιτικής/διευθύντρια χάραξης πολιτικής,"υπεύθυνος χάραξης πολιτικής
υπεύθυνος κανονιστικής συμμόρφωσης
υπεύθυνη χάραξης πολιτικής
διευθυντής χάραξης πολιτικής
υπεύθυνος επιχειρηματικής δεοντολογίας
υπεύθυνη χάραξης περιβαλλοντικής πολιτικής
υπεύθυνος για θέματα βιωσιμότητας
υπεύθυνη επιχειρηματικής δεοντολογίας
υπεύθυνη κανονιστικής συμμόρφωσης
υπεύθυνος χάραξης περιβαλλοντικής πολιτικής
διευθύντρια χάραξης πολιτικής
υπεύθυνος χάραξης εταιρικής πολιτικής
υπεύθυνη για θέματα βιωσιμότητας
υπεύθυνη χάραξης εταιρικής πολιτικής
διευθύντρια χάραξης εταιρικής πολιτικής
διευθυντής χάραξης εταιρικής πολιτικής",policy manager,released,2025-03-18T15:00:03.992Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι διευθυντές χάραξης πολιτικής είναι υπεύθυνοι για τη διαχείριση της ανάπτυξης των προγραμμάτων πολιτικής και για την εξασφάλιση της επίτευξης των στρατηγικών στόχων του οργανισμού. Επιβλέπουν την κατάρτιση θέσεων πολιτικής, καθώς και τη δραστηριοποίηση και τη στήριξη της εταιρείας σε τομείς όπως το περιβάλλον, η δεοντολογία, η ποιότητα, η διαφάνεια και η βιωσιμότητα.",1213.2,"http://data.europa.eu/ux2/nace2.1/702,
http://data.europa.eu/ux2/nace2.1/701"
Occupation,http://data.europa.eu/esco/occupation/64e909ad-1bd0-493c-a8dc-1afbed0c9c2f,3258,οδηγός ασθενοφόρου,"νοσηλευτής ασθενοφόρου
νοσηλεύτρια ασθενοφόρου
τεχνικός ασθενοφόρου
βοηθός ασθενοφόρου",,released,2024-01-24T15:42:14.48Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι οδηγοί ασθενοφόρου χρησιμοποιούν οχήματα έκτακτης ανάγκης για την αντιμετώπιση έκτακτων ιατρικών περιστατικών, υποστηρίζουν το έργο των νοσηλευτών, μετακινούν ασθενείς με ασφάλεια, καταγράφουν τις αλλαγές στις ζωτικές παραμέτρους του ασθενούς και αναφέρουν σχετικά στους επικεφαλής νοσηλευτές, διασφαλίζοντας παράλληλα τη σωστή αποθήκευση, μεταφορά και λειτουργία του ιατρικού εξοπλισμού, υπό την επίβλεψη και κατά παραγγελία του ιατρού.",3258.1,http://data.europa.eu/ux2/nace2.1/8692
Occupation,http://data.europa.eu/esco/occupation/650c4c7b-8cd8-4671-a38e-6e37e45e0c8e,3324,"χονδρέμπορος μηχανημάτων, βιομηχανικού εξοπλισμού, πλοίων και αεροσκαφών",,,released,2024-01-24T15:51:28.355Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι χονδρέμποροι μηχανημάτων, βιομηχανικού εξοπλισμού, πλοίων και αεροσκαφών αναζητούν πιθανούς αγοραστές και προμηθευτές χονδρικής και ανταποκρίνονται στις ανάγκες τους. Ολοκληρώνουν αγοραπωλησίες που αφορούν μεγάλες ποσότητες εμπορευμάτων.",3324.4.20,http://data.europa.eu/ux2/nace2.1/4614
Occupation,http://data.europa.eu/esco/occupation/652b847f-837a-4a08-bd5e-36397fe56455,1321,διευθυντής ποιότητας κλωστοϋφαντουργικών προϊόντων/διευθύντρια ποιότητας κλωστοϋφαντουργικών προϊόντων,"διευθυντής ποιότητας κλωστοϋφαντουργικών προϊόντων
διευθύντρια ποιότητας κλωστοϋφαντουργικών προϊόντων",,released,2023-12-19T10:57:06.773Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι διευθυντές ποιότητας κλωστοϋφαντουργικών προϊόντων εφαρμόζουν, διαχειρίζονται και προωθούν συστήματα ποιότητας. Εξασφαλίζουν ότι τα κλωστοϋφαντουργικά προϊόντα τηρούν τα πρότυπα ποιότητας του οργανισμού. Ως εκ τούτου, οι διευθυντές ποιότητας των κλωστοϋφαντουργικών προϊόντων επιθεωρούν τις γραμμές παραγωγής και τα προϊόντα κλωστοϋφαντουργίας.",1321.2.2.3,http://data.europa.eu/ux2/nace2.1/13
Occupation,http://data.europa.eu/esco/occupation/653374a9-a96e-4c5b-849f-62ae67b0ed62,2359,εκπαιδευτικός σωφρονιστικών ιδρυμάτων,,,released,2023-12-21T09:14:17.152Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι εκπαιδευτικοί σωφρονιστικών ιδρυμάτων παρέχουν εκπαίδευση σε όσους έχουν διαπράξει αξιόποινες πράξεις, συμπεριλαμβανομένων των κρατουμένων, με σκοπό την κοινωνική επανένταξη και τη σωφρονιστική συμπεριφορά. Βοηθούν τους κρατούμενους να αποκτήσουν δεξιότητες που θα μπορούσαν να διευκολύνουν την επανένταξή τους στην κοινωνία και να αυξήσουν τις πιθανότητές τους να βρουν απασχόληση μετά την αποφυλάκισή τους. Οι εκπαιδευτικοί σωφρονιστικών ιδρυμάτων αναλύουν τις ατομικές ανάγκες μάθησης των σπουδαστών, σχεδιάζουν και προετοιμάζουν διδακτικό υλικό και μαθήματα, και επικαιροποιούν το εκπαιδευτικό τους υλικό. Διασφαλίζουν επίσης ότι ο χώρος εργασίας και ο εξοπλισμός διδασκαλίας είναι ασφαλή από κάθε πιθανό κίνδυνο και ελέγχονται, ενώ επιβλέπουν του σπουδαστές τους ανά πάσα στιγμή.",2359.12,http://data.europa.eu/ux2/nace2.1/8423
Occupation,http://data.europa.eu/esco/occupation/654ce97c-9ed1-4614-bc76-36f4a1f67557,2145,χημικός μηχανικός με ειδίκευση στην τεχνολογία κατεργασίας πλαστικών υλών,"μηχανικός τεχνολογίας επεξεργασίας πλαστικών υλών
χημικός μηχανικός με ειδικότητα στην τεχνολογία κατεργασίας πλαστικών υλών",,released,2024-01-23T11:00:59.363Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Οι χημικοί μηχανικοί με ειδίκευση στην τεχνολογία κατεργασίας πλαστικών υλών αναπτύσσουν νέες διαδικασίες παρασκευής συνθετικών υλικών ή βελτιώνουν τις υφιστάμενες. Σχεδιάζουν και κατασκευάζουν εγκαταστάσεις και μηχανήματα για την παραγωγή συνθετικών υλικών και εξετάζουν δείγματα πρώτων υλών με σκοπό τη διασφάλιση της ποιότητας.,2145.3,"http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/2017,
http://data.europa.eu/ux2/nace2.1/22,
http://data.europa.eu/ux2/nace2.1/2899,
http://data.europa.eu/ux2/nace2.1/2016,
http://data.europa.eu/ux2/nace2.1/206,
http://data.europa.eu/ux2/nace2.1/2014,
http://data.europa.eu/ux2/nace2.1/2897,
http://data.europa.eu/ux2/nace2.1/2896"
Occupation,http://data.europa.eu/esco/occupation/6565dc02-14e4-4819-b99c-44c352000f43,8212,τεχνικός συναρμολόγησης ηλεκτρονικού εξοπλισμού,"συναρμολογητής ηλεκτρονικού εξοπλισμού
συναρμολογήτρια ηλεκτρονικών συστημάτων
συναρμολογήτρια ηλεκτρονικού εξοπλισμού
συναρμολογητής ηλεκτρονικών συστημάτων",,released,2024-01-23T10:36:28.543Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Οι τεχνικοί συναρμολόγησης ηλεκτρονικού εξοπλισμού είναι υπεύθυνοι για τη συναρμολόγηση ηλεκτρονικού εξοπλισμού και συστημάτων. Συναρμολογούν ηλεκτρονικά κατασκευαστικά στοιχεία και καλωδιώσεις σύμφωνα με τα σχέδια κατασκευής και συναρμολόγησης. Ενδέχεται να συμβάλλουν στον ποιοτικό έλεγχο και τη συντήρηση του εξοπλισμού.,8212.3,http://data.europa.eu/ux2/nace2.1/27
