conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/49023c69-302f-4671-b26f-7229d1a53915,πανεπιστημιακός καθηγητής επικοινωνίας/πανεπιστημιακή καθηγήτρια επικοινωνίας,released,καθηγήτρια επικοινωνίας | λέκτορας επικοινωνίας | αναπληρωτής καθηγητής επικοινωνίας | πανεπιστημιακός καθηγητής επικοινωνίας | καθηγητής επικοινωνίας | λεκτόρισσα επικοινωνίας | πανεπιστημιακή καθηγήτρια επικοινωνίας | αναπληρώτρια καθηγήτρια επικοινωνίας | επίκουρος καθηγητής επικοινωνίας | επίκουρη καθηγήτρια επικοινωνίας,"Οι πανεπιστημιακοί καθηγητές επικοινωνίας είναι καθηγητές, εκπαιδευτικοί, ή λέκτορες που παρέχουν εκπαίδευση σε σπουδαστές με απολυτήριο ανώτερης δευτεροβάθμιας εκπαίδευσης, στο δικό τους εξειδικευμένο πεδίο σπουδών, την επικοινωνία, η οποία έχει κυρίως ακαδημαϊκό χαρακτήρα. Συνεργάζονται με τους βοηθούς ερευνητές και τους βοηθούς καθηγητή για την προετοιμασία των διαλέξεων και των εξετάσεων, για την βαθμολόγηση των εργασιών και των εξετάσεων και παρέχουν αξιολόγηση και ανατροφοδότηση στους φοιτητές. Επίσης, διεξάγουν ακαδημαϊκή έρευνα στον τομέα της επικοινωνίας, δημοσιεύουν τα πορίσματά τους και συνεργάζονται με άλλους συναδέλφους από το πανεπιστήμιο.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/4b759f0e-8fec-4cf5-80d4-d112a9fd4e51,ωκεανογράφος,released,,"Οι ωκεανογράφοι μελετούν και διεξάγουν έρευνες για θέματα που σχετίζονται με τη θάλασσα και τους ωκεανούς. Οι ωκεανογράφοι διακρίνονται σε διαφορετικές κατηγορίες ανάλογα με το πεδίο έρευνάς τους: φυσικοί ωκεανογράφοι οι οποίοι ερευνούν τα κύματα και τις παλίρροιες, χημικοί ωκεανογράφοι οι οποίοι μελετούν τη χημική σύσταση των θαλάσσιων υδάτων και γεωλόγοι ωκεανογράφοι οι οποίοι ερευνούν τον βυθό της θάλασσας και τις πλάκες του.
   ",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,γεωλόγος
Occupation,http://data.europa.eu/esco/occupation/4e8a5d3e-66de-4661-9927-ef3123cc79e9,πανεπιστημιακός καθηγητής αρχιτεκτονικής/πανεπιστημιακή καθηγήτρια αρχιτεκτονικής,released,επίκουρος καθηγητής αρχιτεκτονικής | επίκουρη καθηγήτρια αρχιτεκτονικής | καθηγήτρια αρχιτεκτονικής | πανεπιστημιακός καθηγητής αρχιτεκτονικής | αναπληρωτής καθηγητής αρχιτεκτονικής | αναπληρώτρια καθηγήτρια αρχιτεκτονικής | πανεπιστημιακή καθηγήτρια αρχιτεκτονικής | λέκτορας αρχιτεκτονικής | καθηγητής αρχιτεκτονικής | λεκτόρισσα αρχιτεκτονικής,"Οι πανεπιστημιακοί καθηγητές αρχιτεκτονικής είναι καθηγητές, εκπαιδευτικοί ή λέκτορες που παρέχουν εκπαίδευση σε σπουδαστές με απολυτήριο ανώτερης δευτεροβάθμιας εκπαίδευσης, στο δικό τους εξειδικευμένο πεδίο σπουδών, την αρχιτεκτονική, η οποία έχει κυρίως ακαδημαϊκό χαρακτήρα. Συνεργάζονται με τους βοηθούς ερευνητές και τους βοηθούς καθηγητή για την προετοιμασία των διαλέξεων και των εξετάσεων, για την βαθμολόγηση των εργασιών και των εξετάσεων και παρέχουν αξιολόγηση και ανατροφοδότηση στους σπουδαστές. Επίσης, διεξάγουν ακαδημαϊκή έρευνα στον αντίστοιχο τομέα της αρχιτεκτονικής, δημοσιεύουν τα πορίσματά τους και συνεργάζονται με άλλους συναδέλφους από το πανεπιστήμιο.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/4f4d33a1-0b41-4dd9-8a42-aeba5a3974ab,μηχανικός τεχνολογίας αισθητήρων,released,,"Οι μηχανικοί τεχνολογίας αισθητήρων σχεδιάζουν και αναπτύσσουν αισθητήρες, συστήματα αισθητήρων και προϊόντα εξοπλισμένα με αισθητήρες. Σχεδιάζουν και παρακολουθούν την κατασκευή των εν λόγω προϊόντων.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,ηλεκτρονικός μηχανικός
Occupation,http://data.europa.eu/esco/occupation/4f89b0d2-b666-4890-af01-25d1d60da1f3,πολιτικός επιστήμονας/πολιτική επιστήμονας,released,πολιτική επιστήμονας | πολιτική ερευνήτρια | πολιτικός ερευνητής | πολιτικός επιστήμονας,"Οι πολιτικοί επιστήμονες μελετούν την πολιτική συμπεριφορά, δραστηριότητα και συστήματα, συμπεριλαμβανομένων των στοιχείων που περιλαμβάνονται σε αυτά. Η μελέτη τους πάνω σε αυτό το πεδίο ποικίλλει από την προέλευση και την εξέλιξη των διάφορων πολιτικών συστημάτων μέχρι επιμέρους θέματα όπως οι διαδικασίες λήψης αποφάσεων, η πολιτική συμπεριφορά, οι πολιτικές τάσεις, η κοινωνία και οπτικές σχετικές με την ισχύ. Συμβουλεύουν τις κυβερνήσεις και τους θεσμικούς φορείς για θέματα διακυβέρνησης.",http://data.europa.eu/esco/isco/C2633,"Φιλόσοφοι, ιστορικοί και πολιτικοί επιστήμονες"
Occupation,http://data.europa.eu/esco/occupation/52ded7d7-11df-42e3-b90a-d7f4b70fb4b9,ψυχολόγος,released,ερευνητής ψυχολόγος | αθλητική ψυχολόγος | σύμβουλος-ψυχολόγος | αθλητικός ψυχολόγος | ερευνήτρια ψυχολόγος | ψυχολόγος εργασίας,"Οι ψυχολόγοι ασχολούνται με τη μελέτη της συμπεριφοράς και των ψυχικών διεργασιών των ανθρώπων. Παρέχουν υπηρεσίες σε πελάτες που ασχολούνται με ζητήματα ψυχικής υγείας και θέματα της ζωής, όπως το πένθος, τα προβλήματα σχέσεων, η ενδοοικογενειακή βία και η σεξουαλική κακοποίηση. Παρέχουν επίσης συμβουλές για θέματα ψυχικής υγείας, όπως οι διατροφικές διαταραχές, οι μετατραυματικές διαταραχές και η ψύχωση, προκειμένου να βοηθήσουν στην αποκατάσταση των πελατών και την επίτευξη υγιούς συμπεριφοράς.",http://data.europa.eu/esco/isco/C2634,Ψυχολόγοι
Occupation,http://data.europa.eu/esco/occupation/55167849-82cf-484e-b818-fa702a4e69e9,υδρολόγος,released,,"Οι υδρολόγοι ερευνούν και μελετούν την ποιότητα, τις τρέχουσες προκλήσεις, και την κατανομή του νερού στη γη. Μελετούν τα υδάτινα αποθέματα σε ποταμούς, χειμάρρους και πηγές, προκειμένου να προσδιορίσουν την επάρκεια και τη βιωσιμότητα της χρήσης τους. Μαζί με μια διατομεακή ομάδα επαγγελματιών, σχεδιάζουν και αναπτύσσουν τον τρόπο με τον οποίο μπορούν να παρέχονται τα ύδατα στις πόλεις και τις αστικές περιοχές, διασφαλίζοντας παράλληλα την αποδοτικότητα και τη διατήρηση των πόρων.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,γεωλόγος
Occupation,http://data.europa.eu/esco/occupation/557f9ccc-4e46-4bb2-8d20-272cd978b152,επιστήμονας κτηνίατρος,released,,"Οι επιστήμονες κτηνίατροι αναπτύσσουν και διεξάγουν έρευνα σε ζωικά μοντέλα, συγκρίνουν τη βασική βιολογία μεταξύ των ζώων και μεταφράζουν τα αποτελέσματα της έρευνας σε διάφορα είδη, συμπεριλαμβανομένων των ανθρώπων.",http://data.europa.eu/esco/isco/C2250,Κτηνίατροι
Occupation,http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b,πανεπιστημιακός καθηγητής φαρμακευτικής/πανεπιστημιακή καθηγήτρια φαρμακευτικής,released,λεκτόρισσα φαρμακευτικής | λέκτορας φαρμακευτικής | αναπληρώτρια καθηγήτρια φαρμακευτικής | καθηγήτρια φαρμακευτικής | πανεπιστημιακή καθηγήτρια φαρμακευτικής | επίκουρη καθηγήτρια φαρμακευτικής | πανεπιστημιακός καθηγητής φαρμακευτικής | επίκουρος καθηγητής φαρμακευτικής | αναπληρωτής καθηγητής φαρμακευτικής | καθηγητής φαρμακευτικής,"Οι πανεπιστημιακοί καθηγητές φαρμακευτικής είναι καθηγητές, εκπαιδευτικοί ή λέκτορες οι οποίοι παρέχουν εκπαίδευση σε σπουδαστές με απολυτήριο ανώτερης δευτεροβάθμιας εκπαιδεύσεως, στον δικό τους εξειδικευμένο τομέα σπουδών, τη φαρμακευτική, η οποία έχει κυρίως ακαδημαϊκό χαρακτήρα. Συνεργάζονται με τους βοηθούς ερευνητές και τους βοηθούς καθηγητή για την προετοιμασία των διαλέξεων και των εξετάσεων, καθοδηγούν τις εργαστηριακές πρακτικές, βοηθούν στη βαθμολόγηση εργασιών και εξετάσεων και παρέχουν αξιολόγηση και ανατροφοδότηση στους σπουδαστές. Επίσης, διεξάγουν ακαδημαϊκή έρευνα στον τομέα της φαρμακευτικής, δημοσιεύουν τα πορίσματά τους και συνεργάζονται με άλλους συναδέλφους από το πανεπιστήμιο.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/574f3232-1d07-4034-8cac-c57ddbfff192,αναλυτικός χημικός/αναλυτική χημικός,released,αναλυτικός χημικός | αναλυτική χημικός | κρυσταλλογράφος,"Οι αναλυτικοί χημικοί ερευνούν και περιγράφουν τη χημική σύνθεση των ουσιών. Επιπλέον, συνάγουν συμπεράσματα σχετικά με τη συμπεριφορά των ουσιών αυτών σε διαφορετικές συνθήκες. Οι αναλυτικοί χημικοί διαδραματίζουν σημαντικό ρόλο στην εξέταση της σχέσης μεταξύ της χημείας και του περιβάλλοντος, των τροφίμων, των καυσίμων και της ιατρικής. Χρησιμοποιούν μια σειρά τεχνικών όπως η ηλεκτροχρωματογραφία, η αέρια χρωματογραφία και η υγρή χρωματογραφία υψηλής απόδοσης, καθώς και η φασματοσκοπία.
	",http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,χημικός
Occupation,http://data.europa.eu/esco/occupation/57a12047-4f1e-40ed-add5-9736923f231b,αστρονόμος-αστροφυσικός,released,αστροφυσικός | αστρονόμος,"Οι αστρονόμοι-αστροφυσικοί ερευνούν τη δημιουργία, τις δομές, τις ιδιότητες και την ανάπτυξη των ουρανίων σωμάτων και της μεσοαστρικής ύλης. Χρησιμοποιούν εδαφοπαγή και διαστημικό εξοπλισμό για τη συλλογή δεδομένων σχετικά με το διάστημα για ερευνητικούς σκοπούς.",http://data.europa.eu/esco/isco/C2111,Φυσικοί και αστρονόμοι
Occupation,http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,πανεπιστημιακός καθηγητής φυσικής/πανεπιστημιακή καθηγήτρια φυσικής,released,πανεπιστημιακός καθηγητής φυσικής | λέκτορας φυσικής | πανεπιστημιακή καθηγήτρια φυσικής | αναπληρωτής καθηγητής φυσικής | καθηγήτρια φυσικής | λεκτόρισσα φυσικής | καθηγητής φυσικής | αναπληρώτρια καθηγήτρια φυσικής | επίκουρος καθηγητής φυσικής | επίκουρη καθηγήτρια φυσικής,"Οι πανεπιστημιακοί καθηγητές φυσικής είναι καθηγητές, εκπαιδευτικοί, ή λέκτορες οι οποίοι παρέχουν εκπαίδευση σε σπουδαστές με απολυτήριο ανώτερης δευτεροβάθμιας εκπαιδεύσεως, στον δικό τους εξειδικευμένο τομέα σπουδών, τη φαρμακευτική, η οποία έχει κυρίως ακαδημαϊκό χαρακτήρα. Συνεργάζονται με τους βοηθούς ερευνητές και τους βοηθούς καθηγητή για την προετοιμασία των διαλέξεων και των εξετάσεων, καθοδηγούν τις εργαστηριακές πρακτικές, βοηθούν στη βαθμολόγηση εργασιών και εξετάσεων και παρέχουν αξιολόγηση και ανατροφοδότηση στους σπουδαστές. Επίσης, διεξάγουν ακαδημαϊκή έρευνα στον τομέα της φυσικής, δημοσιεύουν τα πορίσματά τους και συνεργάζονται με άλλους συναδέλφους από το πανεπιστήμιο.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156,ερευνητής παιδαγωγικής/ερευνήτρια παιδαγωγικής,released,ερευνήτρια παιδαγωγικής | ερευνήτρια σε θέματα εκπαίδευσης | ερευνητής παιδαγωγικής | ερευνητής σε θέματα εκπαίδευσης,"Οι ερευνητές παιδαγωγικής διεξάγουν έρευνα στον τομέα της εκπαίδευσης. Προσπαθούν να διευρύνουν τις γνώσεις σχετικά με τον τρόπο λειτουργίας των εκπαιδευτικών διαδικασιών, των συστημάτων και των ατόμων που δραστηριοποιούνται σε αυτόν τον τομέα (δάσκαλοι και εκπαιδευόμενοι). Προβλέπουν τομείς βελτίωσης και αναπτύσσουν σχέδια για την υλοποίηση καινοτομιών. Συμβουλεύουν νομοθέτες και φορείς χάραξης πολιτικής για θέματα εκπαίδευσης και βοηθούν στον σχεδιασμό των πολιτικών εκπαίδευσης.",http://data.europa.eu/esco/isco/C2351,Ειδικοί επιστήμονες επί των διδακτικών μεθόδων
Occupation,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1,βοηθός ερευνητής/βοηθός ερευνήτρια,released,βοηθός ερευνητής | βοηθός ερευνήτρια,Οι βοηθοί ερευνητές διεξάγουν ακαδημαϊκή έρευνα για το πανεπιστήμιο ή το κολέγιο στο οποίο εργάζονται. Μπορούν να βοηθούν τους καθηγητές που τους εποπτεύουν στην έρευνά τους ή να αναπτύξουν τη δική τους έρευνα στο σχετικό τομέα του εν λόγω καθηγητή.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,πανεπιστημιακός καθηγητής βιολογίας/πανεπιστημιακή καθηγήτρια βιολογίας,released,λέκτορας βιολογίας | καθηγητής βιολογίας | επίκουρη καθηγήτρια βιολογίας | επίκουρος καθηγητής βιολογίας | καθηγήτρια βιολογίας | αναπληρωτής καθηγητής βιολογίας | πανεπιστημιακός καθηγητής βιολογίας | λεκτόρισσα βιολογίας | πανεπιστημιακή καθηγήτρια βιολογίας | αναπληρώτρια καθηγήτρια βιολογίας,"Οι πανεπιστημιακοί καθηγητές βιολογίας είναι καθηγητές, εκπαιδευτικοί, ή λέκτορες, οι οποίοι παρέχουν εκπαίδευση σε σπουδαστές με απολυτήριο ανώτερης δευτεροβάθμιας εκπαιδεύσεως, στον δικό τους εξειδικευμένο τομέα σπουδών, τη βιολογία, η οποία έχει κυρίως ακαδημαϊκό χαρακτήρα. Συνεργάζονται με τους βοηθούς ερευνητές και τους βοηθούς καθηγητή για την προετοιμασία των διαλέξεων και των εξετάσεων, καθοδηγούν τις εργαστηριακές πρακτικές, βοηθούν στη βαθμολόγηση εργασιών και εξετάσεων και παρέχουν αξιολόγηση και ανατροφοδότηση στους σπουδαστές. Επίσης, διεξάγουν ακαδημαϊκή έρευνα στον τομέα της βιολογίας, δημοσιεύουν τα πορίσματά τους και συνεργάζονται με άλλους συναδέλφους από το πανεπιστήμιο.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,πανεπιστημιακός καθηγητής επιστημών της εκπαίδευσης/πανεπιστημιακή καθηγήτρια επιστημών της εκπαίδευσης,released,αναπληρωτής καθηγητής επιστημών της εκπαίδευσης | επίκουρος καθηγητής επιστημών της εκπαίδευσης | καθηγήτρια επιστημών της εκπαίδευσης | λεκτόρισσα επιστημών της εκπαίδευσης | λέκτορας επιστημών της εκπαίδευσης | αναπληρώτρια καθηγήτρια επιστημών της εκπαίδευσης | καθηγητής επιστημών της εκπαίδευσης | πανεπιστημιακός καθηγητής επιστημών της εκπαίδευσης | επίκουρη καθηγήτρια επιστημών της εκπαίδευσης | πανεπιστημιακή καθηγήτρια επιστημών της εκπαίδευσης,"Οι πανεπιστημιακοί καθηγητές επιστημών της εκπαίδευσης είναι καθηγητές, εκπαιδευτικοί ή λέκτορες, οι οποίοι παρέχουν εκπαίδευση σε σπουδαστές με απολυτήριο ανώτερης δευτεροβάθμιας εκπαιδεύσεως, στον δικό τους εξειδικευμένο τομέα σπουδών, τις επιστήμες της εκπαίδευσης, ώστε να μπορούν να γίνουν οι ίδιοι οι εκπαιδευτικοί. Συνεργάζονται με τους βοηθούς ερευνητές και τους βοηθούς καθηγητή για την προετοιμασία των διαλέξεων και των εξετάσεων, βοηθούν στη βαθμολόγηση εργασιών και εξετάσεων και παρέχουν αξιολόγηση και ανατροφοδότηση στους σπουδαστές.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,γενετιστής/γενετίστρια,released,μοριακή βιολόγος | κυτταρολόγος | ερευνήτρια γενετικής | εμβρυολόγος | εμβρυολόγος-γενετίστρια | βιολόγος-γενετιστής | μοριακός βιολόγος | εμβρυολόγος-γενετιστής | ερευνητής γενετικής | βιολόγος-γενετίστρια | γενετιστής | γενετίστρια,"Οι γενετιστές μελετούν και εστιάζουν την έρευνά τους στη γενετική. Αναλύουν τον τρόπο με τον οποίο τα γονίδια αλληλεπιδρούν, λειτουργούν και κληρονομούν τα γνωρίσματα και τα χαρακτηριστικά τους. Με βάση την έρευνά τους, παρακολουθούν ασθενείς με κληρονομικές παθήσεις και νόσους, συγγενείς δυσπλασίες και γενετικά θέματα γενικότερα.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,βιολόγος
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,πανεπιστημιακός καθηγητής τέχνης/πανεπιστημιακή καθηγήτρια τέχνης,released,πανεπιστημιακός καθηγητής τέχνης | επίκουρη καθηγήτρια τέχνης | καθηγητής καλών τέχνης | λέκτορας καλών τέχνης | πανεπιστημιακή καθηγήτρια τέχνης | αναπληρωτής καθηγητής τέχνης | αναπληρώτρια καθηγήτρια τέχνης | καθηγήτρια καλών τέχνης | λεκτόρισσα τέχνης | επίκουρος καθηγητής τέχνης,"Οι πανεπιστημιακοί καθηγητές τέχνης είναι καθηγητές, εκπαιδευτικοί, ή λέκτορες, οι οποίοι παρέχουν εκπαίδευση σε σπουδαστές με απολυτήριο ανώτερης δευτεροβάθμιας εκπαιδεύσεως, στον δικό τους εξειδικευμένο τομέα σπουδών, τις τέχνες, ο οποίος έχει κυρίως ακαδημαϊκό χαρακτήρα. Συνεργάζονται με τους βοηθούς ερευνητές και τους βοηθούς καθηγητή για την προετοιμασία των διαλέξεων και των εξετάσεων, βοηθούν στη βαθμολόγηση εργασιών και εξετάσεων και παρέχουν αξιολόγηση και ανατροφοδότηση στους σπουδαστές. Επίσης, διεξάγουν ακαδημαϊκή έρευνα στον τομέα των τεχνών, δημοσιεύουν τα πορίσματά τους και συνεργάζονται με άλλους συναδέλφους από το πανεπιστήμιο.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης,released,καθηγητής ανώτατης εκπαίδευσης | καθηγητής τριτοβάθμιας εκπαίδευσης | καθηγήτρια ανώτερης εκπαίδευσης | λέκτορας | επίκουρη καθηγήτρια | καθηγήτρια τριτοβάθμιας εκπαίδευσης | επίκουρος καθηγητής | πανεπιστημιακή καθηγήτρια | λεκτόρισσα | καθηγήτρια πανεπιστημίου | πανεπιστημιακός καθηγητής | καθηγήτρια ανώτατης εκπαίδευσης | καθηγητής ανώτερης εκπαίδευσης | καθηγητής πανεπιστημίου | αναπληρωτής καθηγητής | αναπληρώτρια καθηγήτρια,"Οι καθηγητές τριτοβάθμιας εκπαίδευσης παρέχουν εκπαίδευση σε σπουδαστές με απολυτήριο ανώτερης δευτεροβάθμιας εκπαιδεύσεως, στον δικό τους εξειδικευμένο τομέα σπουδών, ο οποίος έχει κυρίως ακαδημαϊκό χαρακτήρα. Μπορεί να έχουν τίτλο εργασίας όπως ανώτερος λέκτορας ή καθηγητής. Συνεργάζονται με τους βοηθούς τους για τη διδασκαλία και την έρευνα για την προετοιμασία των διαλέξεων και των εξετάσεων, βοηθούν στη βαθμολόγηση εργασιών και εξετάσεων, καθοδηγούν τις εργαστηριακές πρακτικές και παρέχουν αξιολόγηση και ανατροφοδότηση στους σπουδαστές. Επίσης, διεξάγουν ακαδημαϊκή έρευνα στον αντίστοιχο τομέα, δημοσιεύουν τα πορίσματά τους και συνεργάζονται με τους ακαδημαϊκούς τους συναδέλφους.",http://data.europa.eu/esco/isco/C2310,Διδακτικό προσωπικό ανώτατων εκπαιδευτικών ιδρυμάτων
Occupation,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,βιοπληροφορικός,released,,"Οι βιοπληροφορικοί αναλύουν τις βιολογικές διεργασίες με τη χρήση ηλεκτρονικών προγραμμάτων. Διατηρούν ή κατασκευάζουν βάσεις δεδομένων με βιολογικές πληροφορίες. Οι επιστήμονες βιοπληροφορικής συγκεντρώνουν και αναλύουν βιολογικά δεδομένα, και μπορεί επίσης να βοηθούν επιστήμονες σε διάφορους τομείς, όπως εκείνους της βιοτεχνολογίας και των φαρμακευτικών προϊόντων. Πραγματοποιούν επιστημονικές έρευνες και στατιστικές αναλύσεις και αναφέρουν τα πορίσματά τους. Οι επιστήμονες βιοπληροφορικής μπορεί επίσης να συλλέγουν δείγματα DNA, να ανακαλύπτουν πρότυπα δεδομένων και να διεξάγουν γενετική έρευνα.",http://data.europa.eu/esco/isco/C2131,"Βιολόγοι, βοτανολόγοι, ζωολόγοι και ασκούντες συναφή επαγγέλματα"
Occupation,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,βιολόγος υδατοκαλλιεργειών,released,βιολόγος με ειδίκευση στην υδατοκαλλιέργεια | βιολόγος υδατοκαλλιέργειας | βιολόγος ιχθυοτροφείων,"Οι βιολόγοι υδατοκαλλιεργειών εφαρμόζουν τις γνώσεις που έχουν αποκτηθεί από την έρευνα γύρω από την υδρόβια πανίδα και χλωρίδα, καθώς και τις αλληλεπιδράσεις μεταξύ τους αλλά και με το περιβάλλον, προκειμένου να βελτιωθεί η παραγωγή της υδατοκαλλιέργειας, να αποφευχθούν προβλήματα σχετικά με την υγεία των ζώων και το περιβάλλον και να δοθούν λύσεις, όπου κρίνεται απαραίτητο.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,βιολόγος
Occupation,http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442,ειδικός επικοινωνίας/ειδική επικοινωνίας,released,επιστήμονας της επικοινωνίας | ειδικός ανθρώπινης επικοινωνίας | ειδικός στην επιστήμη της επικοινωνίας,"Οι ειδικοί επικοινωνίας παρακολουθούν τις διάφορες πτυχές του σχεδιασμού, της συλλογής, της δημιουργίας, της οργάνωσης, της διατήρησης, της χρήσης, της αξιολόγησης και της ανταλλαγής πληροφοριών μέσω λεκτικής ή μη λεκτικής επικοινωνίας. Μελετούν τις αλληλεπιδράσεις μεταξύ ομάδων, μεταξύ ατόμων, και μεταξύ ατόμων και τεχνολογιών (ρομπότ).",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,ανθρωπολόγος
Occupation,http://data.europa.eu/esco/occupation/6d421d34-baa1-44f9-9ea0-231d76e325fd,θεολόγος,released,ερευνήτρια θεολογίας | ερευνητής θεολογίας,"Οι Θεολόγοι ασχολούνται με την έρευνα εννοιών που σχετίζονται με τις θρησκείες, τις πεποιθήσεις και την πνευματικότητα. Εφαρμόζουν τους κανόνες του ορθού λόγου κατά την εξέταση της ηθικής και των σχετικών αξιών, μέσω της μελέτης ιερών κειμένων, της θρησκείας, της εκκλησιαστικής πειθαρχίας και του θεϊκού νόμου.",http://data.europa.eu/esco/isco/C2636,Κληρικοί και επαγγελματίες του θρησκευτικού τομέα
Occupation,http://data.europa.eu/esco/occupation/6df6c5cb-c1a2-42c8-acd0-1ee5563c36c1,βιοχημικός,released,βιοτεχνολόγος | βιοχημικός-βιοτεχνολόγος,Οι βιοχημικοί μελετούν και ερευνούν τις αντιδράσεις που προκαλούν οι χημικές ουσίες στους ζωντανούς οργανισμούς. Αυτό περιλαμβάνει τη διεξαγωγή έρευνας για την ανάπτυξη ή τη βελτίωση προϊόντων που βασίζονται σε χημικές ουσίες (π.χ. φάρμακα) με στόχο τη βελτίωση της υγείας των ζωντανών οργανισμών και την καλύτερη κατανόηση των αντιδράσεων τους.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,βιολόγος
Occupation,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,σύμβουλος έρευνας ΤΠΕ,released,σύμβουλος έρευνας τεχνολογιών πληροφορικής και επικοινωνιών | σύμβουλος έρευνας και τεχνολογίας | σύμβουλος ερευνών και τεχνολογιών | σύμβουλος έρευνας τεχνολογιών πληροφοριών και επικοινωνιών,"Οι σύμβουλοι έρευνας ΤΠΕ πραγματοποιούν στοχευμένη έρευνα στον τομέα των ΤΠΕ και υποβάλλουν μια τελική έκθεση στον πελάτη. Χρησιμοποιούν επίσης εργαλεία ΤΠΕ για τον σχεδιασμό ερωτηματολογίων για έρευνες, την ανάλυση των αποτελεσμάτων, τη σύνταξη εκθέσεων, την παρουσίαση των αποτελεσμάτων και τη διατύπωση συστάσεων βάσει των αποτελεσμάτων της έρευνας.",http://data.europa.eu/esco/isco/C2511,Αναλυτές συστημάτων
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,γενικός ιατρός/γενική ιατρός,released,γενικός ιατρός | γενική ιατρός,"Οι γενικοί ιατροί προωθούν την υγεία, προλαμβάνουν, εντοπίζουν προβλήματα υγείας, διαγιγνώσκουν και θεραπεύουν ασθένειες και προωθούν την αποκατάσταση των σωματικών και ψυχικών διαταραχών και των προβλημάτων υγείας κάθε είδους όλων των ατόμων, ανεξάρτητα από την ηλικία, το φύλο ή τον τύπο του προβλήματος υγείας.",http://data.europa.eu/esco/isco/C2211,Ιατροί γενικής ιατρικής
