conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,βιοϊατρικός μηχανικός,released,μηχανικός βιοϊατρικής τεχνολογίας | μηχανικός βιοϊατρικής,"Οι βιοϊατρικοί μηχανικοί συνδυάζουν τις γνώσεις των αρχών της μηχανικής με τα βιολογικά ευρήματα, για την ανάπτυξη ιατρικών θεραπειών, φαρμάκων και γενικών υπηρεσιών υγειονομικής περίθαλψης. Μπορούν να αναπτύσσουν λύσεις, από τη βελτίωση των συστατικών σε συμβατικά φάρμακα έως την ανάπτυξη εμφυτευμάτων και την επεξεργασία ιστών.",http://data.europa.eu/esco/occupation/f9433fdb-dde1-46cf-9e91-b49d243946a7,βιολόγος μηχανικός
Occupation,http://data.europa.eu/esco/occupation/0611f232-b30e-46c7-9c26-2d59b1448e79,εγκληματολόγος,released,,"Οι εγκληματολόγοι μελετούν τις συνθήκες που σχετίζονται με τους ανθρώπους, όπως οι κοινωνικές και οι ψυχολογικές πτυχές που θα μπορούσαν να τους οδηγήσουν στην τέλεση εγκληματικών πράξεων. Παρατηρούν και αναλύουν διάφορους παράγοντες, από τις συνθήκες συμπεριφοράς έως το κοινωνικό υπόβαθρο και το περιβάλλον των υπόπτων, με σκοπό την παροχή συμβουλών σε οργανισμούς που ασχολούνται με την πρόληψη του εγκλήματος.",http://data.europa.eu/esco/isco/C2632,"Κοινωνιολόγοι, ανθρωπολόγοι και ασκούντες συναφή επαγγέλματα"
Occupation,http://data.europa.eu/esco/occupation/0959cd1d-f6c8-4362-939a-ad7d5f75d659,πανεπιστημιακός καθηγητής οικονομικών επιστημών/πανεπιστημιακή καθηγήτρια οικονομικών επιστημών,released,καθηγήτρια οικονομικών | καθηγητής οικονομικών επιστημών | λέκτορας οικονομικών επιστημών | αναπληρώτρια καθηγήτρια οικονομικών επιστημών | επίκουρος καθηγητής οικονομικών επιστημών | λεκτόρισσα οικονομικών επιστημών | καθηγήτρια οικονομικών επιστημών | καθηγητής οικονομικών | πανεπιστημιακός καθηγητής οικονομικών επιστημών | αναπληρωτής καθηγητής οικονομικών επιστημών | επίκουρη καθηγήτρια οικονομικών επιστημών | πανεπιστημιακή καθηγήτρια οικονομικών επιστημών,"Οι πανεπιστημιακοί καθηγητές οικονομικών επιστημών είναι καθηγητές, βοηθοί καθηγητές, εκπαιδευτικοί, λέκτορες, βοηθοί λέκτορες, σύμβουλοι, που παρέχουν καθοδήγηση σε σπουδαστές στον δικό τους εξειδικευμένο τομέα σπουδών, τα οικονομικά. Αναπτύσσουν πρόγραμμα σπουδών, προετοιμάζουν μαθήματα (διαλέξεις, πρακτικές τάξεις, σεμινάρια, μαθήματα κ.λπ.), παρακολουθούν τα μαθησιακά αποτελέσματα, επιβλέπουν την πορεία σπουδών των φοιτητών. Διεξάγουν ακαδημαϊκή έρευνα στον τομέα της οικονομίας και παρουσιάζουν τα πορίσματά τους σε συνέδρια και δημοσιεύσεις. Είναι επιφορτισμένοι με ορισμένα διοικητικά καθήκοντα στο πανεπιστήμιο.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/0bf5d25a-2b4d-43b5-b053-beeb210fa43a,πανεπιστημιακός καθηγητής ιατρικής/πανεπιστημιακή καθηγήτρια ιατρικής,released,πανεπιστημιακή καθηγήτρια ιατρικής | καθηγητής ιατρικής | επίκουρος καθηγητής ιατρικής | λέκτορας ιατρικής | πανεπιστημιακός καθηγητής ιατρικής | καθηγήτρια ιατρικής | αναπληρωτής καθηγητής ιατρικής | αναπληρώτρια καθηγήτρια ιατρικής | λεκτόρισσα ιατρικής | επίκουρη καθηγήτρια ιατρικής,"Οι πανεπιστημιακοί καθηγητές ιατρικής είναι καθηγητές, εκπαιδευτικοί, λέκτορες και συχνά γιατροί, οι οποίοι διδάσκουν σε σπουδαστές με απολυτήριο ανώτερης δευτεροβάθμιας εκπαίδευσης, το δικό τους εξειδικευμένο πεδίο σπουδών, την ιατρική, το οποίο έχει κυρίως ακαδημαϊκό χαρακτήρα. Συνεργάζονται με τους βοηθούς ερευνητές και τους βοηθούς καθηγητή για την προετοιμασία των διαλέξεων και των εξετάσεων, για τη βαθμολόγηση των εργασιών και των εξετάσεων, προΐστανται σε εργαστηριακές πρακτικές, καθώς και σε μαθήματα επανεξέτασης και ανατροφοδότησης για τους φοιτητές. Επίσης, διεξάγουν ακαδημαϊκή έρευνα στον αντίστοιχο τομέα της ιατρικής, δημοσιεύουν τα πορίσματά τους και συνεργάζονται με άλλους συναδέλφους από το πανεπιστήμιο.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/0c7c9606-fde3-4658-8136-8fe0c9b8bd09,μηχανικός με ειδίκευση στα ιατροτεχνολογικά προϊόντα,released,ηλεκτρονικός μηχανικός με ειδίκευση στα ιατρικά όργανα | ηλεκτρονικός μηχανικός ιατρικών μηχανημάτων | ηλεκτρονικός μηχανικός με ειδίκευση στη βιοϊατρική τεχνολογία,"Οι μηχανικοί με ειδίκευση στα ιατροτεχνολογικά προϊόντα σχεδιάζουν και αναπτύσσουν ιατροτεχνικά συστήματα, εγκαταστάσεις και εξοπλισμό, όπως βηματοδότες, τομογράφους MRI, και μηχανήματα ακτίνων Χ. Παρακολουθούν όλη τη διαδικασία παραγωγής, από τον σχεδιασμό έως την υλοποίηση των προϊόντων. Οι αρμοδιότητές τους περιλαμβάνουν, μεταξύ άλλων, τον σχεδιασμό βελτιώσεων των προϊόντων, την ανάπτυξη μεθόδων και τεχνικών για την αξιολόγηση της καταλληλότητας του σχεδιασμού, τον συντονισμό της αρχικής παραγωγής, την ανάπτυξη διαδικασιών δοκιμών και τον σχεδιασμό κατασκευαστικών διαγραμμάτων.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,ηλεκτρονικός μηχανικός
Occupation,http://data.europa.eu/esco/occupation/0cd729a6-ed11-4338-ac4b-d4b924390128,ιστορικός,released,ιστορικός-εθνολόγος | αιγυπτιολόγος | ιστορικός ελληνοαραβικών σπουδών | ιστορικός της οικονομίας | στρατιωτική ιστορικός | ιστορικός τέχνης | στρατιωτικός ιστορικός,"Οι ιστορικοί ασχολούνται με την έρευνα, ανάλυση, ερμηνεία και παρουσίαση του παρελθόντος των ανθρώπινων κοινωνιών. Αναλύουν έγγραφα, πηγές και ίχνη του παρελθόντος για την κατανόηση παλαιότερων κοινωνιών.",http://data.europa.eu/esco/isco/C2633,"Φιλόσοφοι, ιστορικοί και πολιτικοί επιστήμονες"
Occupation,http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,χημικός,released,ανόργανη χημικός | πυρηνικός χημικός | βιοχημικός | χημικός πραγωγής | οργανική χημικός | κβαντικός χημικός | οργανικός χημικός | αναλυτικός χημικός | κλινική χημικός | αναλυτική χημικός | κλινικός χημικός | ανόργανος χημικός | χημικός περιβάλλοντος | κβαντική χημικός | πυρηνική χημικός,"Οι χημικοί πραγματοποιούν εργαστηριακές έρευνες μέσω δοκιμών και ανάλυσης της χημικής δομής ουσιών. Τα αποτελέσματα της έρευνας βρίσκουν εφαρμογή σε διαδικασίες βιομηχανικής παραγωγής που χρησιμοποιούνται περαιτέρω για την ανάπτυξη ή τη βελτίωση των προϊόντων. Επίσης, οι χημικοί ελέγχουν την ποιότητα των κατασκευαζόμενων προϊόντων και τον περιβαλλοντικό τους αντίκτυπο.",http://data.europa.eu/esco/isco/C2113,Χημικοί
Occupation,http://data.europa.eu/esco/occupation/10291962-c0c7-4e5b-a7ed-0762b4d9b010,φαρμακολόγος,released,,"Οι φαρμακολόγοι μελετούν τον τρόπο με τον οποίο τα φάρμακα και οι φαρμακευτικές ουσίες αλληλεπιδρούν με τους οργανισμούς, τα ζωντανά συστήματα και τα μέρη τους (π.χ. κύτταρα, ιστοί ή όργανα). Σκοπός της έρευνάς τους είναι ο εντοπισμός ουσιών που μπορούν να προσληφθούν από τον άνθρωπο και οι οποίες εκτελούν βιοχημικές λειτουργίες κατάλληλες για τη θεραπεία ασθενειών.",http://data.europa.eu/esco/isco/C2131,"Βιολόγοι, βοτανολόγοι, ζωολόγοι και ασκούντες συναφή επαγγέλματα"
Occupation,http://data.europa.eu/esco/occupation/116b4c55-5bd0-41e9-9227-98d7ecffeaf6,πανεπιστημιακός καθηγητής κοινωνιολογίας/πανεπιστημιακή καθηγήτρια κοινωνιολογίας,released,λέκτορας κοινωνιολογίας | επίκουρος καθηγητής κοινωνιολογίας | λεκτόρισσα κοινωνιολογίας | πανεπιστημιακός καθηγητής κοινωνιολογίας | καθηγήτρια κοινωνιολογίας | καθηγητής κοινωνιολογίας | αναπληρωτής καθηγητής κοινωνιολογίας | επίκουρη καθηγήτρια κοινωνιολογίας | αναπληρώτρια καθηγήτρια κοινωνιολογίας,"Οι πανεπιστημιακοί καθηγητές κοινωνιολογίας είναι καθηγητές, εκπαιδευτικοί, ή λέκτορες, οι οποίοι παρέχουν εκπαίδευση σε σπουδαστές με απολυτήριο ανώτερης δευτεροβάθμιας εκπαίδευσης και τους διδάσκουν στον δικό τους εξειδικευμένο τομέα σπουδών, την κοινωνιολογία, η οποία έχει κυρίως ακαδημαϊκό χαρακτήρα. Συνεργάζονται με τους βοηθούς ερευνητές και τους βοηθούς καθηγητή για την προετοιμασία των διαλέξεων και των εξετάσεων, για τη βαθμολόγηση των εργασιών και των εξετάσεων και παρέχουν ανατροφοδότηση και αξιολόγηση στους φοιτητές. Επίσης, διεξάγουν ακαδημαϊκή έρευνα στον τομέα της κοινωνιολογίας, δημοσιεύουν τα πορίσματά τους και συνεργάζονται με άλλους συναδέλφους από το πανεπιστήμιο.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/11a6d0f6-e692-4774-aa5f-193b67d31022,κινησιολόγος,released,επιστήμονας κινησιολογίας | ειδικός κινησιολόγος | ειδική κινησιολόγος,"Οι κινησιολόγοι μελετούν και ερευνούν την κίνηση του σώματος, των μυών και των επιμέρους μερών τους. Αναλύουν και χρησιμοποιούν επιστημονικά δεδομένα και μεθόδους για τη βελτίωση της κίνησης του σώματος, γενικά στους ανθρώπους, μέσω της κατανόησης τομέων όπως η φυσιολογία, η κινητική, η νευρολογία και η βιολογία. Αναγνωρίζουν πώς ορισμένοι παράγοντες, όπως η σωματική κατάσταση, επηρεάζουν την κίνηση, και αναπτύσσουν λύσεις για τη βελτίωση της συνολικής μηχανικής και της κινητικότητας.",http://data.europa.eu/esco/isco/C2269,Επαγγελματίες του τομέα της υγείας π.δ.κ.α.
Occupation,http://data.europa.eu/esco/occupation/11b6390b-1e48-4903-a5df-d3e04b451a19,χημικός-κοσμητολόγος,released,κοσμετολόγος,"Οι χημικοί-κοσμητολόγοι αναπτύσσουν χημικούς τύπους με σκοπό τη δημιουργία και δοκιμή νέων καλλυντικών προϊόντων, και τη βελτίωση των υφιστάμενων καλλυντικών προϊόντων, όπως τα αρώματα και οι αρωματικές ουσίες, τα κραγιόν, οι αδιάβροχες λοσιόν και το μακιγιάζ, οι βαφές μαλλιών, τα σαπούνια και τα απορρυπαντικά με ειδικά χαρακτηριστικά, τα φάρμακα τοπικής χρήσης ή τα συμπληρώματα διατροφής.",http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,χημικός
Occupation,http://data.europa.eu/esco/occupation/11d72bd6-779a-4643-9962-313833740094,περιβαλλοντολόγος,released,,"Οι περιβαλλοντολόγοι εντοπίζουν προβλήματα και βρίσκουν λύσεις για την ελαχιστοποίηση των περιβαλλοντικών κινδύνων, πραγματοποιώντας αναλύσεις δειγμάτων προερχόμενων από τον αέρα, το νερό ή το έδαφος. Αναπτύσσουν περιβαλλοντικές πολιτικές ή παρέχουν συμβουλές σχετικά με αυτές, και αποσκοπούν στη βελτίωση της προστασίας των αποθεμάτων νερού και στη διαχείριση των χώρων διάθεσης των αποβλήτων. Οι περιβαλλοντολόγοι προβαίνουν σε εκτιμήσεις περιβαλλοντικού κινδύνου και αναλύουν τις περιβαλλοντικές επιπτώσεις των νέων λύσεων, των εργοταξίων και των περιβαλλοντικών αλλαγών, διασφαλίζοντας την τήρηση των περιβαλλοντικών κανονισμών.",http://data.europa.eu/esco/isco/C2133,Επαγγελματίες προστασίας του περιβάλλοντος
Occupation,http://data.europa.eu/esco/occupation/11df8941-508c-4103-ad40-52cdf9430a59,κοινωνιολόγος,released,διαπολιτισμική μεσολαβήτρια | διαπολιτισμικός μεσολαβητής | γεροντολόγος | συμβουλος διαπολιτισμικής επικοινωνίας,"Οι κοινωνιολόγοι εστιάζουν την έρευνά τους στην εξήγηση της κοινωνικής συμπεριφοράς και στον τρόπο με τον οποίο οι άνθρωποι έχουν οργανωθεί ως κοινωνία. Ερευνούν και εξηγούν τον τρόπο με τον οποίο εξελίχθηκαν οι κοινωνίες, μέσω της περιγραφής των νομικών, πολιτικών και οικονομικών συστημάτων τους και των πολιτιστικών εκφράσεών τους.",http://data.europa.eu/esco/isco/C2632,"Κοινωνιολόγοι, ανθρωπολόγοι και ασκούντες συναφή επαγγέλματα"
Occupation,http://data.europa.eu/esco/occupation/1738173e-ef9c-4222-88c8-b6aa9bad3cf7,βιοφυσικός,released,βιοτεχνολόγος | βιοφυσικός-βιοτεχνολόγος,"Οι βιοφυσικοί μελετούν την υφιστάμενη σχέση μεταξύ ζωντανών οργανισμών και φυσικής. Χρησιμοποιώντας τις μεθόδους της φυσικής, ερευνούν τους ζωντανούς οργανισμούς, με σκοπό να εξηγήσουν την πολυπλοκότητα της έμβιας ύλης, να προβλέψουν πρότυπα και να διατυπώσουν συμπεράσματα σχετικά με πτυχές της ζωής. Τα ερευνητικά πεδία των βιοφυσικών καλύπτουν το DNA, τις πρωτεΐνες, τα μόρια, τα κύτταρα και τα περιβάλλοντα.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,βιολόγος
Occupation,http://data.europa.eu/esco/occupation/19db5ad1-ffbf-41a0-8746-d3878f0d5dbd,κοινωνιολόγος των ΜΜΕ,released,κοινωνιολόγος ΜΜΕ | ειδικός μέσων μαζικής ενημέρωσης | ειδικός ΜΜΕ | επιστήμονας με ειδίκευση στα ΜΜΕ,"Οι κοινωνιολόγοι των ΜΜΕ παρακολουθούν τον ρόλο και τον αντίκτυπο που έχουν τα μέσα ενημέρωσης στην κοινωνία. Παρατηρούν και τεκμηριώνουν τη χρήση διάφορων ειδών μέσων ενημέρωσης, όπως οι εφημερίδες, το ραδιόφωνο και η τηλεόραση, και την ανταπόκριση από την κοινωνία.",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,ανθρωπολόγος
Occupation,http://data.europa.eu/esco/occupation/1bbaf82c-67ae-4beb-9a55-7298acf5b2af,πανεπιστημιακός καθηγητής νοσηλευτικής/πανεπιστημιακή καθηγήτρια νοσηλευτικής,released,πανεπιστημιακός καθηγητής νοσηλευτικής | αναπληρωτής καθηγητής νοσηλευτικής | επίκουρη καθηγήτρια νοσηλευτικής | καθηγητής νοσηλευτικής | καθηγήτρια νοσηλευτικής | επίκουρος καθηγητής νοσηλευτικής | αναπληρώτρια καθηγήτρια νοσηλευτικής | λεκτόρισσα νοσηλευτικής | πανεπιστημιακή καθηγήτρια νοσηλευτικής | λέκτορας νοσηλευτικής,"Οι πανεπιστημιακοί καθηγητές νοσηλευτικής είναι καθηγητές, εκπαιδευτικοί, ή λέκτορες και συχνά γιατροί, οι οποίοι διδάσκουν σπουδαστές με απολυτήριο ανώτερης δευτεροβάθμιας εκπαίδευσης, στον εξειδικευμένο τομέα σπουδών τους, τη νοσηλευτική, η οποία έχει κυρίως ακαδημαϊκό χαρακτήρα. Συνεργάζονται με τους βοηθούς ερευνητές και τους βοηθούς καθηγητή για την προετοιμασία των διαλέξεων και των εξετάσεων, για τη βαθμολόγηση των εργασιών και των εξετάσεων, προΐστανται σε εργαστηριακές πρακτικές, και παρέχουν αξιολόγηση και ανατροφοδότηση στους φοιτητές. Επίσης, διεξάγουν ακαδημαϊκή έρευνα στον αντίστοιχο τομέα της νοσηλευτικής, δημοσιεύουν τα πορίσματά τους και συνεργάζονται με άλλους συναδέλφους από το πανεπιστήμιο.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,μετεωρολόγος,released,,"Οι μετεωρολόγοι μελετούν τις κλιματικές διεργασίες, μετρούν και προβλέπουν τις καιρικές συνθήκες, και παρέχουν συμβουλευτικές υπηρεσίες σε πλήθος χρηστών των πληροφοριών καιρού. Εκπονούν υποδείγματα για μετεωρολογικές προβλέψεις, αναπτύσσουν μέσα για τη συλλογή μετεωρολογικών δεδομένων και καταρτίζουν στατιστικές και βάσεις δεδομένων.",http://data.europa.eu/esco/isco/C2112,Μετεωρολόγοι
Occupation,http://data.europa.eu/esco/occupation/2026adb2-62d7-4b92-9ccb-105abdebe37d,ηλεκτρολόγος μηχανικός με ειδίκευση στην ηλεκτρομαγνητική τεχνολογία,released,,"Οι ηλεκτρολόγοι μηχανικοί με ειδίκευση στην ηλεκτρομαγνητική τεχνολογία σχεδιάζουν και αναπτύσσουν ηλεκτρομαγνητικά συστήματα, συσκευές και κατασκευαστικά στοιχεία, όπως ηλεκτρομαγνήτες σε μεγάφωνα, ηλεκτρομαγνητικές κλειδαριές, αγώγιμους μαγνήτες μαγνητικής τομογραφίας και μαγνήτες ηλεκτροκινητήρων.",http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,ηλεκτρολόγος μηχανικός
Occupation,http://data.europa.eu/esco/occupation/203ea2ee-bbee-4aaf-83d7-2f2225f916e3,αρχαιολόγος,released,βιομοριακός αρχαιολόγος | διευθυντής ανασκαφών | οστεοαρχαιολόγος | βιομοριακή αρχαιολόγος | αρχαιομέτρης | αρχαιολόγος θαλάσσιων ερευνών | ανασκαφέας | διευθύντρια ανασκαφών,"Οι αρχαιολόγοι ασχολούνται με την έρευνα και τη μελέτη πολιτισμών και οικισμών του παρελθόντος μέσω της συλλογής και του ελέγχου υλικών υπολειμμάτων. Αναλύουν και εξάγουν συμπεράσματα για ένα ευρύ φάσμα θεμάτων όπως τα συστήματα ιεραρχίας, η γλωσσολογία, ο πολιτισμός και η πολιτική, με βάση τη μελέτη των αντικειμένων, των κατασκευών, των απολιθωμάτων, των κειμηλίων και των τεχνημάτων που έχουν αφήσει πίσω τους αυτοί οι λαοί. Οι αρχαιολόγοι χρησιμοποιούν διάφορες διεπιστημονικές μεθόδους, όπως στρωματογραφία, τυπολογία, τρισδιάστατη ανάλυση, μαθηματικά και προσομοίωση.",http://data.europa.eu/esco/isco/C2632,"Κοινωνιολόγοι, ανθρωπολόγοι και ασκούντες συναφή επαγγέλματα"
Occupation,http://data.europa.eu/esco/occupation/25829508-63f3-41c3-affc-ddbb5c077930,φυσιολόγος,released,ερευνητής ανατομίας | ερευνήτρια φυσιολογίας | ανατόμος | ερευνητής φυσιολογίας | ερευνήτρια ανατομίας,"Οι φυσιολόγοι μελετούν και ερευνούν τη λειτουργία των διάφορων ζωντανών οργανισμών, τα μέρη από τα οποία αποτελούνται και  τη μεταξύ τους αλληλεπίδραση. Κατανοούν τον τρόπο με τον οποίο τα έμβια συστήματα αντιδρούν σε παράγοντες όπως οι ασθένειες, η σωματική άσκηση και το άγχος, και χρησιμοποιούν τις πληροφορίες αυτές για να αναπτύξουν μεθόδους και λύσεις για την εξάλειψη των συνεπειών που έχουν τα εν λόγω ερεθίσματα στους έμβιους οργανισμούς.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,βιολόγος
Occupation,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30,επιστήμονας δεδομένων,released,data scientist | επιστήμων δεδομένων,"Οι επιστήμονες δεδομένων εντοπίζουν και ερμηνεύουν πλούσιες πηγές δεδομένων, διαχειρίζονται μεγάλες ποσότητες δεδομένων, συγχωνεύουν πηγές δεδομένων, εξασφαλίζουν τη συνέπεια των συνόλων δεδομένων και δημιουργούν απεικονίσεις που βοηθούν στην κατανόηση των δεδομένων. Κατασκευάζουν μαθηματικά μοντέλα με τη χρήση δεδομένων, παρουσιάζουν και κοινοποιούν πληροφορίες και πορίσματα σχετικά με δεδομένα σε ειδικούς και επιστήμονες στην ομάδα τους και, εφόσον απαιτείται, σε μη εξειδικευμένο κοινό, και προτείνουν τρόπους για την εφαρμογή των δεδομένων.",http://data.europa.eu/esco/isco/C2511,Αναλυτές συστημάτων
Occupation,http://data.europa.eu/esco/occupation/30058b71-fe16-45ea-a2b8-d5461c706372,πανεπιστημιακός καθηγητής διοίκησης επιχειρήσεων/πανεπιστημιακή καθηγήτρια διοίκησης επιχειρήσεων,released,λεκτόρισσα διοίκησης επιχειρήσεων | επίκουρη καθηγήτρια διοίκησης επιχειρήσεων | πανεπιστημιακός καθηγητής διοίκησης επιχειρήσεων | επίκουρος καθηγητής διοίκησης επιχειρήσεων | αναπληρώτρια καθηγήτρια διοίκησης επιχειρήσεων | πανεπιστημιακή καθηγήτρια διοίκησης επιχειρήσεων | καθηγητής διοίκησης επιχειρήσεων | αναπληρωτής καθηγητής διοίκησης επιχειρήσεων | καθηγήτρια διοίκησης επιχειρήσεων | λέκτορας διοίκησης επιχειρήσεων,"Οι πανεπιστημιακοί καθηγητές διοίκησης επιχειρήσεων είναι καθηγητές, εκπαιδευτικοί ή λέκτορες οι οποίοι παρέχουν εκπαίδευση σε σπουδαστές με απολυτήριο ανώτερης δευτεροβάθμιας εκπαίδευσης, στο δικό τους εξειδικευμένο πεδίο σπουδών, τις επιχειρήσεις, το οποίο έχει κυρίως ακαδημαϊκό χαρακτήρα. Συνεργάζονται με τους βοηθούς ερευνητές και τους βοηθούς καθηγητή για την προετοιμασία των διαλέξεων και των εξετάσεων, για τη βαθμολόγηση των εργασιών και των εξετάσεων και παρέχουν αξιολόγηση και ανατροφοδότηση στους φοιτητές. Επίσης, διεξάγουν ακαδημαϊκή έρευνα στον τομέα τους, δημοσιεύουν τα πορίσματά τους και συνεργάζονται με άλλους συναδέλφους από το πανεπιστήμιο.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/306e9867-cf55-446f-88c6-8adad5369f8c,πανεπιστημιακός καθηγητής γεωεπιστημών/πανεπιστημιακή καθηγήτρια γεωεπιστημών,released,επίκουρη καθηγήτρια γεωεπιστημών | καθηγήτρια γεωεπιστημών | λέκτορας γεωεπιστημών | πανεπιστημιακός καθηγητής γεωεπιστημών | αναπληρώτρια καθηγήτρια γεωεπιστημών | λεκτόρισσα γεωεπιστημών | πανεπιστημιακή καθηγήτρια γεωεπιστημών | καθηγητής γεωεπιστημών | αναπληρωτής καθηγητής γεωεπιστημών | επίκουρος καθηγητής γεωεπιστημών,"Οι πανεπιστημιακοί καθηγητές γεωεπιστημών είναι καθηγητές, εκπαιδευτικοί, ή λέκτορες που παρέχουν εκπαίδευση στους σπουδαστές με απολυτήριο ανώτερης δευτεροβάθμιας εκπαιδεύσεως, στον εξειδικευμένο τομέα σπουδών τους, τη γεωεπιστήμη, ο οποίος έχει κυρίως ακαδημαϊκό χαρακτήρα. Συνεργάζονται με τους βοηθούς ερευνητές και τους βοηθούς καθηγητή για την προετοιμασία των διαλέξεων και των εξετάσεων, για την βαθμολόγηση των εργασιών και των εξετάσεων, και παρέχουν αξιολόγηση και ανατροφοδότηση στους φοιτητές. Επίσης, διεξάγουν ακαδημαϊκή έρευνα στον τομέα της γεωεπιστήμης, δημοσιεύουν τα πορίσματά τους και συνεργάζονται με άλλους πανεπιστημιακούς συναδέλφους.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,καθηγητής τριτοβάθμιας εκπαίδευσης/καθηγήτρια τριτοβάθμιας εκπαίδευσης
Occupation,http://data.europa.eu/esco/occupation/35d41f4f-334b-452e-9e31-99f376302493,μηχανικός οπτοηλεκτρονικής,released,,"Οι μηχανικοί οπτοηλεκτρονικής σχεδιάζουν και αναπτύσσουν οπτοηλεκτρονικά συστήματα και συσκευές, όπως αισθητήρες υπεριώδους ακτινοβολίας, φωτοδιόδους και διόδους φωτοεκπομπής (LED). Η οπτοηλεκτρονική μηχανική συνδυάζει την οπτική μηχανολογία με την ηλεκτρονική τεχνολογία για τον σχεδιασμό αυτών των συστημάτων και συσκευών. Διεξάγουν έρευνες, διενεργούν αναλύσεις, δοκιμάζουν τις συσκευές και εποπτεύουν την έρευνα.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,ηλεκτρονικός μηχανικός
Occupation,http://data.europa.eu/esco/occupation/3af4d6be-90b5-41f6-be06-3330dab3df73,ερευνητής κοινωνιολόγος/ερευνήτρια κοινωνιολόγος,released,κοινωνική ερευνήτρια | κοινωνιολόγος με ειδίκευση στην έρευνα | κοινωνικός επιστήμονας | κοινωνικός ερευνητής | κοινωνική επιστήμονας | ερευνήτρια κοινωνιολόγος | ερευνητής κοινωνιολόγος,"Οι ερευνητές κοινωνιολόγοι διαχειρίζονται ερευνητικά έργα που αποσκοπούν στη διερεύνηση και την υποβολή εκθέσεων για κοινωνικά ζητήματα. Αρχικά πραγματοποιούν την έρευνα συλλέγοντας πληροφορίες μέσω συνεντεύξεων, ομάδων ενδιαφέροντος και ερωτηματολογίων και, στη συνέχεια, οργανώνουν και αναλύουν τις πληροφορίες που έχουν συλλεχθεί με τη βοήθεια πακέτων λογισμικού ηλεκτρονικού υπολογιστή. Αναλύουν τα κοινωνικά προβλήματα και τις κοινωνικές ανάγκες, καθώς και τους διάφορους τρόπους και τεχνικές για την αντιμετώπισή τους.",http://data.europa.eu/esco/occupation/11df8941-508c-4103-ad40-52cdf9430a59,κοινωνιολόγος
